external_author_id,author,content,region,language,publish_date,harvested_date,following,followers,updates,post_type,account_type,new_june_2018,retweet,account_category
2494112058,DAILYSANJOSE,"#sports A's Blow Lead, Can't Complete Sweep of Angels",United States,English,6/27/2016 3:50,6/27/2016 3:50,11959,13222,20376,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"#SanJose A's Blow Lead, Can't Complete Sweep of Angels",United States,English,6/27/2016 4:06,6/27/2016 4:06,11959,13223,20377,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Conor Gillaspie's hit in bottom of ninth leads Giants past Phillies 8-7,United States,English,6/27/2016 4:17,6/27/2016 4:18,11959,13223,20378,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#politics Dump Trump Movement Planning for Convention Floor Fight,United States,English,6/27/2016 4:23,6/27/2016 4:23,11959,13223,20379,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose Oakland Police Officer Hurt in Fiery Crash With Fellow Officer,United States,English,6/27/2016 4:39,6/27/2016 4:39,11959,13224,20380,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose OPD Officer Hurt in Fiery Crash With Fellow Officer: Report,United States,English,6/27/2016 6:05,6/27/2016 6:05,11959,13226,20381,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose Tony Stewart Wins NASCAR Race at Sonoma Raceway,United States,English,6/27/2016 7:33,6/27/2016 7:33,11957,13227,20382,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Tony Stewart Wins NASCAR Race at Sonoma Raceway,United States,English,6/27/2016 7:38,6/27/2016 7:38,11957,13227,20383,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Messi to quit after Chile wins Copa America on penalty kicks,United States,English,6/27/2016 8:10,6/27/2016 8:10,11957,13227,20384,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"Man sentenced in sweeping ID theft ring that bankrolled new breasts, swindled 4-year-old  #SanJose",United States,English,6/28/2016 0:16,6/28/2016 0:16,11952,13222,20421,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#politics Democrats' Preemptive Benghazi Report Exonerates Clinton,United States,English,6/28/2016 0:21,6/28/2016 0:21,11952,13223,20422,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#health Grand jury report on mentally ill in jails cites several problems,United States,English,6/28/2016 0:24,6/28/2016 0:24,11952,13223,20423,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Source: Reddick on Prelim List of Giants' Trade Targets,United States,English,6/28/2016 0:38,6/28/2016 0:38,11952,13224,20424,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"Los Gatos: Highway 17 reopens after car, brush fires shut down road  #SanJose",United States,English,6/28/2016 10:11,6/28/2016 10:11,11951,13225,20444,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports A Look Back at the Legendary Basketball Career of Pat Summit,United States,English,6/28/2016 12:25,6/28/2016 12:25,11952,13227,20445,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose Oakland Lake Closed Because of Toxic Algae Bloom,United States,English,6/28/2016 13:24,6/28/2016 13:25,11952,13227,20446,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"#health Milpitas: Relay for Life set for new date, location",United States,English,6/28/2016 13:32,6/28/2016 13:32,11952,13227,20447,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#politics House Republicans' report faults Obama on Benghazi attacks,United States,English,6/28/2016 13:35,6/28/2016 13:35,11952,13227,20448,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Where will Jeremy Lin land in NBA free agency?,United States,English,6/28/2016 14:29,6/28/2016 14:31,11954,13228,20449,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,Gilroy: Ex-teacher charged with Facebook catfishing scheme using porn star avatar  #SanJose,United States,English,6/28/2016 14:37,6/28/2016 14:37,11954,13228,20450,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#health Gov. Brown signs bill that limits seizure of assets of many Medi-Cal recipients,United States,English,6/28/2016 14:53,6/28/2016 15:01,11954,13228,20451,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Pat Summitt's Storied Coaching Career in Photos,United States,English,6/28/2016 15:17,6/28/2016 15:17,11954,13229,20452,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Top-ranked Jason Day won't play in Olympic golf,United States,English,6/28/2016 15:50,6/28/2016 15:50,11954,13229,20453,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,San Jose: Famous Dave's hosts Tuesday fundraiser for family of SJPD officer killed on duty  #SanJose,United States,English,6/28/2016 15:59,6/28/2016 15:59,11954,13229,20454,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose Redwood City Fire Causes Firefighter to Get Dizzy,United States,English,6/28/2016 16:14,6/28/2016 16:14,11954,13230,20455,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Serena Williams shrugs off criticsm of her appearance,United States,English,6/28/2016 17:25,6/28/2016 17:25,11954,13230,20456,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"#politics Study: Trump budget, tax plans add at least $10 trillion to debt",United States,English,6/28/2016 17:56,6/28/2016 17:57,11954,13230,20457,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports NFL Coach Buddy Ryan Dies at 82,United States,English,6/28/2016 18:08,6/28/2016 18:09,11954,13230,20458,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Raiders gauge Vegas interest through survey,United States,English,6/28/2016 18:41,6/28/2016 18:41,11942,13230,20459,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose 75-Year-Old Man Evades Chinatown Eviction,United States,English,6/28/2016 18:58,7/15/2016 16:21,11942,13230,20460,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#politics Obama Urges Calm Following Brexit,United States,English,6/28/2016 19:02,6/28/2016 19:02,11942,13230,20461,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#politics Brock Turner case: Bill to mandate prison for sexually assaulting unconscious victim clears committee,United States,English,6/28/2016 19:06,6/28/2016 19:06,11942,13230,20462,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Harrison Barnes: 'I Want to Come Back' to Warriors,United States,English,6/28/2016 19:20,6/28/2016 19:20,11942,13230,20463,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Ian Darke pulls no punches during England's loss to Iceland,United States,English,6/28/2016 19:49,6/28/2016 19:49,11942,13230,20464,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose Oakland Rapper Films Own Displacement for Video,United States,English,6/28/2016 1:17,6/28/2016 1:18,11952,13224,20425,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"Los Gatos: Northbound Highway 17 reopens after car, brush fires shut down road  #SanJose",United States,English,6/28/2016 1:19,6/28/2016 1:19,11952,13224,20426,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#health IBM research scientists in San Jose find new way to recycle plastic,United States,English,6/28/2016 1:27,6/28/2016 1:27,11952,13224,20427,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,Nonprofit Hosts Fundraiser for Family of Fallen San Jose Officer  #local #news,United States,English,6/28/2016 1:45,6/28/2016 1:46,11951,13224,20428,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"#sports Pat Summitt, legendary Lady Vols coach, dies at 64",United States,English,6/28/2016 20:57,6/28/2016 20:57,11940,13229,20465,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,Pizarro: San Jose Stage fundraiser pays tribute to late planning director  #SanJose,United States,English,6/28/2016 21:04,6/28/2016 21:04,11940,13229,20466,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose Battle of the Bay: SF Giants Take on Oakland A's in Summer Series,United States,English,6/28/2016 21:15,6/28/2016 21:16,11940,13229,20467,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Battle of the Bay: SF Giants Take on Oakland A's in Summer Series,United States,English,6/28/2016 21:31,6/28/2016 21:33,11940,13229,20468,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"#sports Curry, Igoudala and others examine LeBron's Block",United States,English,6/28/2016 22:02,6/28/2016 22:02,11940,13229,20469,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,Traffic still strained as crews deal with remnants of Highway 17 fire  #SanJose,United States,English,6/28/2016 22:09,6/28/2016 22:09,11940,13229,20470,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose 1 Dead Following Double Shooting Near SJSU: Police,United States,English,6/28/2016 22:22,6/28/2016 22:22,11939,13234,20471,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Sports digest: Lochte rebounds in 200 freestyle,United States,English,6/28/2016 2:22,6/28/2016 2:23,11951,13224,20429,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#politics Examining Brexit's Impact on California,United States,English,6/28/2016 2:35,6/28/2016 2:35,11951,13224,20430,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#politics Gov. Brown signs bill that limits seizure of assets of many Medi-Cal recipients,United States,English,6/28/2016 2:40,6/28/2016 2:40,11951,13224,20431,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Euro 2016: Tiny Iceland shocks England,United States,English,6/28/2016 3:25,6/28/2016 3:26,11951,13223,20432,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"Los Gatos: Highway 17 reopens after car, brush fires shut down road  #SanJose",United States,English,6/28/2016 3:32,6/28/2016 3:32,11951,13222,20433,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose Crews Battle Brush Fire on Highway 17,United States,English,6/28/2016 3:32,6/28/2016 3:33,11951,13222,20434,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports NBA: Clippers land pitch meeting with Durant,United States,English,6/28/2016 4:29,6/28/2016 4:29,11951,13224,20435,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose Petition Calls for Star Wars to Honor Orlando Massacre Victim,United States,English,6/28/2016 4:37,6/28/2016 4:37,11951,13225,20436,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Mengden finally gets run support in A's victory,United States,English,6/28/2016 5:33,6/28/2016 5:33,11951,13225,20437,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose Brush Fire Closes Lanes on Highway 17,United States,English,6/28/2016 5:43,6/28/2016 5:44,11951,13225,20438,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#politics Supreme Court strikes down Texas abortion clinic restrictions,United States,English,6/28/2016 5:54,6/28/2016 5:54,11951,13225,20439,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Samardzija's struggles continue as A's pound Giants 8-3,United States,English,6/28/2016 6:35,6/28/2016 6:36,11950,13225,20440,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"#SanJose A's Jump on Samardzija, Defeat Giants",United States,English,6/28/2016 6:46,6/28/2016 6:46,11950,13225,20441,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"#sports A's Jump on Samardzija, Defeat Giants",United States,English,6/28/2016 7:07,6/28/2016 7:07,11950,13225,20442,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose Armed Robbers in San Francisco Caught in Act,United States,English,6/28/2016 8:24,6/28/2016 8:24,11950,13225,20443,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,Photo Gallery: Vice Mayor Gets Last Laugh at Monday Night Live! https://t.co/gwqnuyazGp https://t.co/7OsvkyvIta,United States,English,6/28/2017 15:39,6/28/2017 15:39,8385,13684,22587,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,Hundreds of Rape Kits Remain Untested in Santa Clara County https://t.co/ubC3ElcsVC,United States,English,6/28/2017 16:39,6/28/2017 16:40,8352,13684,22588,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports USA Today: Cowboys owner Jerry Jones more influential than Roger Goodell,United States,English,6/29/2016 0:09,6/29/2016 0:09,11939,13234,20472,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"San Jose: One killed in shooting near SJSU, city's second slaying in two days  #SanJose",United States,English,6/29/2016 0:16,6/29/2016 0:16,11939,13236,20473,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#politics San Jose: Council agrees to send Opportunity to Work measure to voters,United States,English,6/29/2016 0:32,6/29/2016 0:32,11939,13236,20474,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#politics San Jose council OKs controversial homeless housing project,United States,English,6/29/2016 10:58,6/29/2016 10:58,11939,13235,20499,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#health Foster City-based Gilead Sciences' hepatitis C pill OK'd,United States,English,6/29/2016 13:40,6/29/2016 13:41,11938,13236,20500,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Pippen Lists Highland Park Mansion,United States,English,6/29/2016 14:00,6/29/2016 14:00,11938,13236,20501,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose Santa Clara Approves $6.5B Megaproject Near Levi's,United States,English,6/29/2016 14:25,6/29/2016 14:26,11938,13236,20502,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"#sports Future of NFL television is digital, says Cardinals owner",United States,English,6/29/2016 14:28,6/29/2016 14:28,11938,13236,20503,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"Bay Area advocates sense change in political, public will to help homeless  #SanJose",United States,English,6/29/2016 14:33,6/29/2016 14:33,11938,13236,20504,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"#politics Istanbul airport attack kills 41, blamed on Islamic State",United States,English,6/29/2016 15:17,6/29/2016 15:17,11939,13237,20505,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Nike Tennis Dress Courts Controversy at Wimbledon,United States,English,6/29/2016 15:26,6/29/2016 15:26,11939,13237,20506,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Simone Biles winked at Shawn Johnson during floor routine,United States,English,6/29/2016 15:54,6/29/2016 15:54,11939,13236,20507,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#health Ikea recalls 29 million dressers after six children's deaths,United States,English,6/29/2016 16:31,6/29/2016 16:31,11939,13236,20508,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#politics Protesters at Trump Event in Boston,United States,English,6/29/2016 16:38,6/29/2016 16:39,11939,13236,20509,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#politics Hillary Clinton unveils tech agenda,United States,English,6/29/2016 16:39,6/29/2016 16:39,11939,13236,20510,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,Mass Eviction—San Jose’s Largest—to Displace 670 People  #local #news,United States,English,6/29/2016 16:56,6/29/2016 16:56,11939,13235,20511,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Charles Barkley gained weight after pay cut from Houston in final season,United States,English,6/29/2016 17:15,6/29/2016 17:15,11939,13236,20512,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Transgender athlete posed for ESPN Magazine's Body Issue,United States,English,6/29/2016 17:20,6/29/2016 17:20,11939,13235,20513,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose Teacher Threatened After White Supremacist Rally,United States,English,6/29/2016 17:21,6/29/2016 17:21,11939,13235,20514,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#politics San Jose homeless: Controversial Senter Road housing approved; Evans Lane delayed,United States,English,6/29/2016 18:08,6/29/2016 18:09,11939,13235,20515,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports 2016 Rio Olympic Games: Swimming,United States,English,6/29/2016 18:20,6/29/2016 18:21,11939,13235,20516,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose SF Passes Most Expansive Styrofoam Ban in U.S.,United States,English,6/29/2016 18:52,6/29/2016 18:52,11939,13234,20517,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#politics Airport safety: Turkey attacks raise familiar question,United States,English,6/29/2016 19:35,6/29/2016 19:36,11939,13234,20518,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"#sports Hertl, Sharks Agree to Two-Year Extension",United States,English,6/29/2016 19:46,6/29/2016 19:47,11939,13235,20519,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports ESPN: Sixers will make a big push to land Harrison Barnes of the Warriors,United States,English,6/29/2016 1:04,6/29/2016 1:04,11939,13236,20475,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"San Jose: Man killed in shooting near SJSU, city's second slaying in two days  #SanJose",United States,English,6/29/2016 1:09,6/29/2016 1:10,11939,13236,20476,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose 'Upbeat' Fundraiser Held For Fallen SJPD Officer,United States,English,6/29/2016 1:24,6/29/2016 1:24,11939,13236,20477,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Andrew Luck signs lucrative extension with Colts,United States,English,6/29/2016 20:13,6/29/2016 20:13,11939,13235,20520,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#politics San Jose voters to decide on 'Opportunity to Work',United States,English,6/29/2016 21:05,6/29/2016 21:05,11938,13235,20521,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"#SanJose #local Bonchon: Get the Chicken Wings, Smart Guy",United States,English,6/29/2016 21:18,6/29/2016 21:18,11938,13235,20522,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Warriors' pursuit of Kevin Durant might be aided by keeping one of their centers,United States,English,6/29/2016 21:39,6/29/2016 21:39,11938,13235,20523,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose Fliers Accuse 12 SF Residents of 'Airbnb’ing Our Community',United States,English,6/29/2016 21:43,6/29/2016 21:43,11938,13235,20524,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#politics GOP shifting to become the anti-trade party,United States,English,6/29/2016 22:28,6/29/2016 22:28,11938,13235,20525,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Aggressive Warriors have eyes on Kevin Durant,United States,English,6/29/2016 23:03,6/29/2016 23:03,11939,13234,20526,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose Oakland Garbage Rates Are Unconstitutional: Suit,United States,English,6/29/2016 23:09,6/29/2016 23:09,11939,13234,20527,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#politics California Virtual Academies: Bill targeting for-profit operator K12 Inc. clears first committee vote,United States,English,6/29/2016 23:44,6/29/2016 23:44,11939,13233,20528,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose Twitter Unveils New #Stickers Feature,United States,English,6/29/2016 2:00,6/29/2016 2:00,11939,13236,20478,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Wimbledon: Victorious Serena Williams leaves talk of history to others,United States,English,6/29/2016 2:06,6/29/2016 2:06,11939,13236,20479,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"Advocates sense change in political, public will to help homeless  #SanJose",United States,English,6/29/2016 2:13,6/29/2016 2:13,11939,13236,20480,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"#politics Brock Turner case: Bills to mandate prison for sexually assaulting unconscious victims, redefine rape clear committee",United States,English,6/29/2016 2:33,6/29/2016 2:34,11939,13236,20481,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Giants' Panik Dealing With Concussion Symptoms,United States,English,6/29/2016 2:48,6/29/2016 2:49,11939,13236,20482,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose SF Proposal: Tax Tech Firms to Fund Affordable Housing,United States,English,6/29/2016 3:11,6/29/2016 3:11,11939,13236,20483,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Swim star Missy Franklin struggles in Olympic trials,United States,English,6/29/2016 3:20,6/29/2016 3:20,11939,13236,20484,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Ex-Cal Swimmer Heads to Olympic Games in Rio,United States,English,6/29/2016 3:58,6/29/2016 3:58,11939,13236,20485,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose Girl Killed After Being Hit By Vehicle in Oakley: Police,United States,English,6/29/2016 4:17,6/29/2016 4:17,11939,13236,20486,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports Sports digest: Missy Franklin struggles at U.S. swim trials,United States,English,6/29/2016 4:24,6/29/2016 4:24,11939,13236,20487,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"San Jose: Man killed in shooting near SJSU, city's second slaying in two days  #SanJose",United States,English,6/29/2016 4:29,6/29/2016 4:29,11939,13236,20488,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,"#politics Benghazi report: House Republicans blame unwillingness to 'hurt Libyans' feelings,' deny they're targeting Clinton",United States,English,6/29/2016 4:51,6/29/2016 4:51,11940,13236,20489,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#SanJose Families Anxiously Await Loved Ones Arriving From Turkey,United States,English,6/29/2016 5:21,6/29/2016 5:21,11940,13236,20490,,local,1,0,NewsFeed
2494112058,DAILYSANJOSE,#sports MLB: Dodgers' Clayton Kershaw to have ailing back examined,United States,English,6/29/2016 5:28,6/29/2016 5:29,11940,13236,20491,,local,1,0,NewsFeed
